stars_list,avg_rating,num_movies,rating_class,relative_freq,weighted_score
Kevin Duffy,0.6457142857142857,7,1,0.0014959470520226274,0.0009659543821631822
Sujit Kumar,0.65,7,1,0.0014959470520226274,0.0009723655838147078
Bérénice Marlohe,0.5257142857142857,7,0,0.0014959470520226274,0.0007864407359204669
Renji Ishibashi,0.61,7,0,0.0014959470520226274,0.0009125277017338027
Aleksandr Yatsenko,0.6057142857142858,7,0,0.0014959470520226274,0.0009061165000822772
Jessica Lucas,0.5328571428571428,7,0,0.0014959470520226274,0.0007971260720063428
Takehiro Hira,0.6114285714285714,7,0,0.0014959470520226274,0.0009146647689509779
Fred Gwynne,0.6214285714285713,7,1,0.0014959470520226274,0.000929624239471204
Yeom Hye-ran,0.6471428571428571,7,1,0.0014959470520226274,0.0009680914493803574
Fred Dinenage,0.7142857142857143,7,1,0.0014959470520226274,0.0010685336085875911
Sulochana Latkar,0.6514285714285715,7,1,0.0014959470520226274,0.0009745026510318831
Richie Sambora,0.59,7,0,0.0014959470520226274,0.0008826087606933501
Jessica Parker Kennedy,0.4728571428571429,7,0,0.0014959470520226274,0.0007073692488849853
Takahiro Mizushima,0.6685714285714285,7,1,0.0014959470520226274,0.001000147457637985
Lydia Hearst,0.39285714285714285,7,0,0.0014959470520226274,0.000587693484723175
Suman,0.7157142857142856,7,1,0.0014959470520226274,0.001070670675804766
Kellita Smith,0.47000000000000003,7,0,0.0014959470520226274,0.0007030951144506349
Nathan Barnatt,0.6757142857142858,7,1,0.0014959470520226274,0.0010108327937238613
Kelly Blatz,0.47857142857142854,7,0,0.0014959470520226274,0.0007159175177536859
Jessica Schwarz,0.6085714285714285,7,0,0.0014959470520226274,0.0009103906345166275
Kevin Bishop,0.63,7,1,0.0014959470520226274,0.0009424466427742553
Taim Hasan,0.8057142857142857,7,1,0.0014959470520226274,0.0012053059104868025
Jimi Hendrix,0.7114285714285715,7,1,0.0014959470520226274,0.0010642594741532407
Rick Astley,0.7171428571428572,7,1,0.0014959470520226274,0.0010728077430219413
Caity Lotz,0.4985714285714286,7,0,0.0014959470520226274,0.0007458364587941386
Jessica Szohr,0.5142857142857143,7,0,0.0014959470520226274,0.0007693441981830656
Natasha Gregson Wagner,0.4714285714285715,7,0,0.0014959470520226274,0.0007052321816678101
Adel Emam,0.5957142857142858,7,0,0.0014959470520226274,0.0008911570295620509
Garwin Sanford,0.5957142857142858,7,0,0.0014959470520226274,0.0008911570295620509
Sushant Singh,0.6385714285714286,7,1,0.0014959470520226274,0.0009552690460773064
Richard Crane,0.49000000000000005,7,0,0.0014959470520226274,0.0007330140554910875
Richard Cox,0.45428571428571424,7,0,0.0014959470520226274,0.0006795873750617078
Carmelo Gómez,0.6114285714285714,7,0,0.0014959470520226274,0.0009146647689509779
Carlos Bernard,0.6128571428571429,7,0,0.0014959470520226274,0.0009168018361681531
Maxine Doyle,0.5571428571428572,7,0,0.0014959470520226274,0.000833456214698321
Francesco Quinn,0.5542857142857143,7,0,0.0014959470520226274,0.0008291820802639706
Richard Griffiths,0.6442857142857142,7,1,0.0014959470520226274,0.000963817314946007
Natasha Calis,0.5471428571428572,7,0,0.0014959470520226274,0.0008184967441780947
Richard Gutierrez,0.5614285714285715,7,0,0.0014959470520226274,0.0008398674163498466
Adam Woronowicz,0.5471428571428572,7,0,0.0014959470520226274,0.0008184967441780947
Ken Pogue,0.6342857142857142,7,1,0.0014959470520226274,0.0009488578444257807
Carmen Molina,0.6457142857142857,7,1,0.0014959470520226274,0.0009659543821631822
Carmen Montejo,0.5942857142857143,7,0,0.0014959470520226274,0.0008890199623448758
Kenneth Anger,0.6228571428571429,7,1,0.0014959470520226274,0.0009317613066883794
Carlos Ferro,0.807142857142857,7,1,0.0014959470520226274,0.0012074429777039777
Jillian Murray,0.5114285714285715,7,0,0.0014959470520226274,0.0007650700637487151
Carlos Gómez,0.6,7,0,0.0014959470520226274,0.0008975682312135763
Ken'ichirô Matsuda,0.6614285714285714,7,1,0.0014959470520226274,0.000989462121552109
Richard Eyer,0.6242857142857143,7,1,0.0014959470520226274,0.0009338983739055546
Kengo Kôra,0.6114285714285714,7,0,0.0014959470520226274,0.0009146647689509779
Kengo Kawanishi,0.7157142857142856,7,1,0.0014959470520226274,0.001070670675804766
Susumu Chiba,0.6757142857142858,7,1,0.0014959470520226274,0.0010108327937238613
Mahima Chaudhry,0.5557142857142857,7,0,0.0014959470520226274,0.0008313191474811457
Frances Farmer,0.6085714285714285,7,0,0.0014959470520226274,0.0009103906345166275
Suvinder Vicky,0.6885714285714286,7,1,0.0014959470520226274,0.0010300663986784378
May Whitty,0.7057142857142857,7,1,0.0014959470520226274,0.00105571120528454
Francesc Orella,0.6585714285714285,7,1,0.0014959470520226274,0.0009851879871177588
Jim Al-Khalili,0.8142857142857143,7,1,0.0014959470520226274,0.0012181283137898537
Carlos Rivas,0.5014285714285714,7,0,0.0014959470520226274,0.0007501105932284889
Natalie Martins,0.2957142857142857,7,0,0.0014959470520226274,0.00044237291395526267
Suzanna Love,0.37285714285714283,7,0,0.0014959470520226274,0.0005577745436827225
Maximilian Brückner,0.63,7,1,0.0014959470520226274,0.0009424466427742553
Forrest Goodluck,0.6285714285714287,7,1,0.0014959470520226274,0.0009403095755570803
Sven Wollter,0.6014285714285714,7,0,0.0014959470520226274,0.0008997052984307516
Richard Lewis,0.6799999999999999,7,1,0.0014959470520226274,0.0010172439953753864
Aleksandar Gavric,0.6971428571428572,7,1,0.0014959470520226274,0.0010428888019814889
Frank Clark,0.5842857142857143,7,0,0.0014959470520226274,0.0008740604918246494
Max Phipps,0.5657142857142857,7,0,0.0014959470520226274,0.0008462786180013721
Richard Moir,0.6028571428571429,7,0,0.0014959470520226274,0.0009018423656479268
Manish Chaudhari,0.6528571428571429,7,1,0.0014959470520226274,0.0009766397182490582
Frank Beard,0.6885714285714286,7,1,0.0014959470520226274,0.0010300663986784378
Florence Gill,0.6657142857142857,7,1,0.0014959470520226274,0.0009958733232036348
Jialun Ren,0.7157142857142856,7,1,0.0014959470520226274,0.001070670675804766
Kenny James,0.7928571428571428,7,1,0.0014959470520226274,0.0011860723055322259
Franco Lantieri,0.4657142857142857,7,0,0.0014959470520226274,0.0006966839127991093
Franco Fabrizi,0.6271428571428572,7,1,0.0014959470520226274,0.000938172508339905
Sydney Chaplin,0.6242857142857143,7,1,0.0014959470520226274,0.0009338983739055546
Susan Peters,0.6171428571428572,7,1,0.0014959470520226274,0.0009232130378196787
Franco Citti,0.6228571428571429,7,1,0.0014959470520226274,0.0009317613066883794
Yetkin Dikinciler,0.63,7,1,0.0014959470520226274,0.0009424466427742553
Susannah Harker,0.7614285714285715,7,1,0.0014959470520226274,0.001139056826754372
Florian Lukas,0.6614285714285714,7,1,0.0014959470520226274,0.000989462121552109
Carol Ohmart,0.5757142857142857,7,0,0.0014959470520226274,0.0008612380885215983
Jim Duggan,0.5785714285714285,7,0,0.0014959470520226274,0.0008655122229559487
Richard Kiel,0.4742857142857143,7,0,0.0014959470520226274,0.0007095063161021604
Florin Piersic,0.6785714285714286,7,1,0.0014959470520226274,0.0010151069281582115
Carla Balenda,0.5385714285714286,7,0,0.0014959470520226274,0.0008056743408750436
Carla Kidd,0.6228571428571429,7,1,0.0014959470520226274,0.0009317613066883794
Maya Sansa,0.6057142857142858,7,0,0.0014959470520226274,0.0009061165000822772
Svetozar Cvetkovic,0.7071428571428572,7,1,0.0014959470520226274,0.001057848272501715
Zarko Radic,0.6571428571428571,7,1,0.0014959470520226274,0.0009830509199005837
Richard Herd,0.5714285714285714,7,0,0.0014959470520226274,0.0008548268868700728
Natalie Zea,0.5771428571428572,7,0,0.0014959470520226274,0.0008633751557387735
Svenja Jung,0.6514285714285715,7,1,0.0014959470520226274,0.0009745026510318831
Richard Haydn,0.6328571428571428,7,1,0.0014959470520226274,0.0009467207772086055
Freddie Stewart,0.5057142857142857,7,0,0.0014959470520226274,0.0007565217948800144
Maurice Poli,0.4628571428571428,7,0,0.0014959470520226274,0.0006924097783647589
Nathan Jones,0.4628571428571429,7,0,0.0014959470520226274,0.000692409778364759
Gaia Weiss,0.4828571428571428,7,0,0.0014959470520226274,0.0007223287194052115
Tasuku Emoto,0.6042857142857143,7,0,0.0014959470520226274,0.000903979432865102
Tasuku Hatanaka,0.7085714285714285,7,1,0.0014959470520226274,0.0010599853397188902
Kazumi Evans,0.62,7,1,0.0014959470520226274,0.0009274871722540289
Gage Munroe,0.5742857142857142,7,0,0.0014959470520226274,0.000859101021304423
Tati Gabrielle,0.7357142857142857,7,1,0.0014959470520226274,0.0011005896168452187
Steven M. Greer,0.6357142857142858,7,1,0.0014959470520226274,0.000950994911642956
Faith Hill,0.7442857142857143,7,1,0.0014959470520226274,0.0011134120201482698
Yilmaz Güney,0.5742857142857142,7,0,0.0014959470520226274,0.000859101021304423
Matthew Marsden,0.4714285714285714,7,0,0.0014959470520226274,0.00070523218166781
Steven Keats,0.5642857142857143,7,0,0.0014959470520226274,0.0008441415507841969
Neal Bledsoe,0.5442857142857143,7,0,0.0014959470520226274,0.0008142226097437443
Kazue Ikura,0.6942857142857142,7,1,0.0014959470520226274,0.0010386146675471382
Steven Gerrard,0.7542857142857143,7,1,0.0014959470520226274,0.0011283714906684963
Charity Wakefield,0.6,7,0,0.0014959470520226274,0.0008975682312135763
Jerry Seinfeld,0.6914285714285714,7,1,0.0014959470520226274,0.001034340533112788
Meka Srikanth,0.6542857142857142,7,1,0.0014959470520226274,0.0009787767854662333
Rita Gam,0.5557142857142857,7,0,0.0014959470520226274,0.0008313191474811457
Jo Ann Harris,0.5599999999999999,7,0,0.0014959470520226274,0.0008377303491326712
Ki-joo Jin,0.7000000000000001,7,1,0.0014959470520226274,0.0010471629364158393
Fan Liao,0.6742857142857143,7,1,0.0014959470520226274,0.001008695726506686
Matthew Pohlkamp,0.38285714285714284,7,0,0.0014959470520226274,0.0005727340142029487
Rita Corday,0.5828571428571429,7,0,0.0014959470520226274,0.0008719234246074742
Gabriella Hall,0.4114285714285714,7,0,0.0014959470520226274,0.0006154753585464524
Brock Peters,0.6485714285714286,7,1,0.0014959470520226274,0.0009702285165975326
Chandra West,0.4657142857142857,7,0,0.0014959470520226274,0.0006966839127991093
Bronson Pinchot,0.4685714285714285,7,0,0.0014959470520226274,0.0007009580472334597
Tarik Akan,0.6628571428571428,7,1,0.0014959470520226274,0.0009915991887692844
Reed Diamond,0.6171428571428572,7,1,0.0014959470520226274,0.0009232130378196787
Stevie Wonder,0.6828571428571429,7,1,0.0014959470520226274,0.001021518129809737
Keean Johnson,0.5871428571428571,7,0,0.0014959470520226274,0.0008783346262589997
Khandi Alexander,0.64,7,1,0.0014959470520226274,0.0009574061132944816
Fahri Yardim,0.6414285714285715,7,1,0.0014959470520226274,0.0009595431805116567
Lyle Lovett,0.7299999999999999,7,1,0.0014959470520226274,0.0010920413479765178
Bridgette Wilson-Sampras,0.5128571428571428,7,0,0.0014959470520226274,0.0007672071309658903
Killian Scott,0.6842857142857143,7,1,0.0014959470520226274,0.0010236551970269122
Nancy Reagan,0.5657142857142857,7,0,0.0014959470520226274,0.0008462786180013721
Adam Howden,0.7028571428571428,7,1,0.0014959470520226274,0.0010514370708501895
Garry McDonald,0.6242857142857143,7,1,0.0014959470520226274,0.0009338983739055546
Charles Gray,0.6428571428571429,7,1,0.0014959470520226274,0.0009616802477288319
Taylor Holmes,0.5971428571428571,7,0,0.0014959470520226274,0.000893294096779226
Garry Marsh,0.5842857142857143,7,0,0.0014959470520226274,0.0008740604918246494
Steve Valentine,0.6371428571428571,7,1,0.0014959470520226274,0.0009531319788601312
Brian Posehn,0.6814285714285715,7,1,0.0014959470520226274,0.001019381062592562
Neda Spasojevic,0.7171428571428572,7,1,0.0014959470520226274,0.0010728077430219413
Luca Zingaretti,0.6485714285714286,7,1,0.0014959470520226274,0.0009702285165975326
Joachim Hansen,0.5414285714285715,7,0,0.0014959470520226274,0.0008099484753093941
Nancy Sullivan,0.65,7,1,0.0014959470520226274,0.0009723655838147078
Charles Clary,0.5828571428571429,7,0,0.0014959470520226274,0.0008719234246074742
Kayli Mills,0.6328571428571428,7,1,0.0014959470520226274,0.0009467207772086055
Jo Sung-ha,0.6885714285714286,7,1,0.0014959470520226274,0.0010300663986784378
Steven Eckholdt,0.5385714285714286,7,0,0.0014959470520226274,0.0008056743408750436
Matthew Géczy,0.63,7,1,0.0014959470520226274,0.0009424466427742553
Jerry Colonna,0.5599999999999999,7,0,0.0014959470520226274,0.0008377303491326712
Gareth Bale,0.7385714285714285,7,1,0.0014959470520226274,0.0011048637512795691
Fabrizio Rongione,0.6228571428571428,7,1,0.0014959470520226274,0.0009317613066883793
Charles Baker,0.6214285714285713,7,1,0.0014959470520226274,0.000929624239471204
Nebojsa Dugalic,0.6114285714285714,7,0,0.0014959470520226274,0.0009146647689509779
Brianne Tju,0.5414285714285715,7,0,0.0014959470520226274,0.0008099484753093941
Adam James,0.6414285714285715,7,1,0.0014959470520226274,0.0009595431805116567
Kiichi Nakai,0.64,7,1,0.0014959470520226274,0.0009574061132944816
Steven Cree,0.53,7,0,0.0014959470520226274,0.0007928519375719926
Bridget Hoffman,0.7185714285714286,7,1,0.0014959470520226274,0.0010749448102391167
Nandita Das,0.6285714285714287,7,1,0.0014959470520226274,0.0009403095755570803
Charlene Tilton,0.5042857142857143,7,0,0.0014959470520226274,0.0007543847276628394
Charlene McKenna,0.6614285714285714,7,1,0.0014959470520226274,0.000989462121552109
Rio Ferdinand,0.6657142857142857,7,1,0.0014959470520226274,0.0009958733232036348
Jess Lapid Jr.,0.5642857142857143,7,0,0.0014959470520226274,0.0008441415507841969
Nawal Lamrini,0.5628571428571428,7,0,0.0014959470520226274,0.0008420044835670216
Bumper Robinson,0.63,7,1,0.0014959470520226274,0.0009424466427742553
Remo Girone,0.6757142857142858,7,1,0.0014959470520226274,0.0010108327937238613
Bubba Smith,0.4942857142857143,7,0,0.0014959470520226274,0.0007394252571426129
Nathan Vetterlein,0.8157142857142857,7,1,0.0014959470520226274,0.001220265381007029
Buck Connors,0.53,7,0,0.0014959470520226274,0.0007928519375719926
Jimmy Page,0.7785714285714286,7,1,0.0014959470520226274,0.0011647016333604743
Jimmy Nail,0.6357142857142858,7,1,0.0014959470520226274,0.000950994911642956
Manny Andrade,0.7357142857142858,7,1,0.0014959470520226274,0.0011005896168452187
Rena Riffel,0.33714285714285713,7,0,0.0014959470520226274,0.000504347863253343
Catriona MacColl,0.5399999999999999,7,0,0.0014959470520226274,0.0008078114080922186
Ricky Nelson,0.6528571428571429,7,1,0.0014959470520226274,0.0009766397182490582
Felix Bressart,0.6285714285714287,7,1,0.0014959470520226274,0.0009403095755570803
Megan Purvis,0.26571428571428574,7,0,0.0014959470520226274,0.00039749450239458386
Cathy Lee Crosby,0.5342857142857143,7,0,0.0014959470520226274,0.0007992631392235181
Tamara Hope,0.5228571428571429,7,0,0.0014959470520226274,0.0007821666014861167
Sue Ane Langdon,0.5571428571428572,7,0,0.0014959470520226274,0.000833456214698321
Meghan Heffern,0.5128571428571428,7,0,0.0014959470520226274,0.0007672071309658903
Bunta Sugawara,0.6642857142857143,7,1,0.0014959470520226274,0.0009937362559864595
Catherine Walker,0.5599999999999999,7,0,0.0014959470520226274,0.0008377303491326712
Kevin J. O'Connor,0.6142857142857142,7,1,0.0014959470520226274,0.0009189389033853281
Catherine Spaak,0.6442857142857142,7,1,0.0014959470520226274,0.000963817314946007
Talu Wang,0.5671428571428572,7,0,0.0014959470520226274,0.0008484156852185473
Megan Hilty,0.6014285714285714,7,0,0.0014959470520226274,0.0008997052984307516
Catherine McLeod,0.5942857142857143,7,0,0.0014959470520226274,0.0008890199623448758
Yilong Zhu,0.7142857142857143,7,1,0.0014959470520226274,0.0010685336085875911
Rene Aranda,0.6242857142857143,7,1,0.0014959470520226274,0.0009338983739055546
Rene Bitorajac,0.6885714285714286,7,1,0.0014959470520226274,0.0010300663986784378
Talisa Soto,0.41000000000000003,7,0,0.0014959470520226274,0.0006133382913292773
Megan Gallagher,0.62,7,1,0.0014959470520226274,0.0009274871722540289
Rick Rossovich,0.5128571428571428,7,0,0.0014959470520226274,0.0007672071309658903
Yilmaz Köksal,0.4657142857142857,7,0,0.0014959470520226274,0.0006966839127991093
Keith D. Robinson,0.6328571428571428,7,1,0.0014959470520226274,0.0009467207772086055
Frédéric Diefenthal,0.5700000000000001,7,0,0.0014959470520226274,0.0008526898196528978
Brooklyn Decker,0.65,7,1,0.0014959470520226274,0.0009723655838147078
Jingchu Zhang,0.5028571428571429,7,0,0.0014959470520226274,0.0007522476604456641
Farid El-Atrash,0.5685714285714286,7,0,0.0014959470520226274,0.0008505527524357225
Jess Weixler,0.5428571428571428,7,0,0.0014959470520226274,0.0008120855425265691
Rinko Kikuchi,0.6071428571428571,7,0,0.0014959470520226274,0.0009082535672994522
Farooq Shaikh,0.6614285714285714,7,1,0.0014959470520226274,0.000989462121552109
Keenen Ivory Wayans,0.6214285714285713,7,1,0.0014959470520226274,0.000929624239471204
Matthew Wolf,0.5314285714285715,7,0,0.0014959470520226274,0.0007949890047891677
Navid Negahban,0.5871428571428572,7,0,0.0014959470520226274,0.0008783346262589999
Luca Marinelli,0.6414285714285715,7,1,0.0014959470520226274,0.0009595431805116567
Keesha Sharp,0.55,7,0,0.0014959470520226274,0.0008227708786124452
Aleksey Guskov,0.6128571428571429,7,0,0.0014959470520226274,0.0009168018361681531
Storm Reid,0.49571428571428566,7,0,0.0014959470520226274,0.000741562324359788
Rin Tin Tin Jr.,0.4557142857142857,7,0,0.0014959470520226274,0.000681724442278883
Jesse Garcia,0.63,7,1,0.0014959470520226274,0.0009424466427742553
Regina Torné,0.5871428571428572,7,0,0.0014959470520226274,0.0008783346262589999
Bruce Penhall,0.3657142857142857,7,0,0.0014959470520226274,0.0005470892075968466
Stéphane Freiss,0.5814285714285715,7,0,0.0014959470520226274,0.0008697863573902992
Jin-young Jung,0.6371428571428571,7,1,0.0014959470520226274,0.0009531319788601312
Cengiz Coskun,0.6457142857142857,7,1,0.0014959470520226274,0.0009659543821631822
Keiko Yokozawa,0.7142857142857143,7,1,0.0014959470520226274,0.0010685336085875911
G. Raymond Nye,0.5571428571428572,7,0,0.0014959470520226274,0.000833456214698321
Tantoo Cardinal,0.6371428571428571,7,1,0.0014959470520226274,0.0009531319788601312
Fay Spain,0.5271428571428571,7,0,0.0014959470520226274,0.0007885778031376422
Jesse L. Martin,0.6657142857142857,7,1,0.0014959470520226274,0.0009958733232036348
Keir O'Donnell,0.5785714285714285,7,0,0.0014959470520226274,0.0008655122229559487
Félix Maritaud,0.6157142857142858,7,1,0.0014959470520226274,0.0009210759706025035
Jin Urayama,0.7585714285714286,7,1,0.0014959470520226274,0.0011347826923200216
Aleksey Bardukov,0.6057142857142858,7,0,0.0014959470520226274,0.0009061165000822772
Stuart Martin,0.6357142857142858,7,1,0.0014959470520226274,0.000950994911642956
Fumi Hirano,0.6842857142857143,7,1,0.0014959470520226274,0.0010236551970269122
Federico Villa,0.5271428571428571,7,0,0.0014959470520226274,0.0007885778031376422
Masashi Ebara,0.6428571428571429,7,1,0.0014959470520226274,0.0009616802477288319
Luke Mably,0.5128571428571428,7,0,0.0014959470520226274,0.0007672071309658903
Aroldo Tieri,0.5385714285714286,7,0,0.0014959470520226274,0.0008056743408750436
Connie Stevens,0.6171428571428572,7,1,0.0014959470520226274,0.0009232130378196787
Yûko Mita,0.6657142857142857,7,1,0.0014959470520226274,0.0009958733232036348
Phillipa Soo,0.6428571428571429,7,1,0.0014959470520226274,0.0009616802477288319
Larry Hankin,0.49000000000000005,7,0,0.0014959470520226274,0.0007330140554910875
Marshall Reed,0.5499999999999999,7,0,0.0014959470520226274,0.000822770878612445
Zoi Laskari,0.5342857142857144,7,0,0.0014959470520226274,0.0007992631392235182
Yûko Kaida,0.67,7,1,0.0014959470520226274,0.0010022845248551604
Michael Massee,0.5457142857142857,7,0,0.0014959470520226274,0.0008163596769609195
John Early,0.6314285714285715,7,1,0.0014959470520226274,0.0009445837099914305
Marsha Moreau,0.76,7,1,0.0014959470520226274,0.001136919759537197
Sigrid Thornton,0.7014285714285714,7,1,0.0014959470520226274,0.0010493000036330142
Topol,0.6,7,0,0.0014959470520226274,0.0008975682312135763
Abe Vigoda,0.6385714285714286,7,1,0.0014959470520226274,0.0009552690460773064
Aya Ueto,0.6557142857142857,7,1,0.0014959470520226274,0.0009809138526834084
Aya Cash,0.67,7,1,0.0014959470520226274,0.0010022845248551604
Nikki Leigh,0.5085714285714286,7,0,0.0014959470520226274,0.0007607959293143648
Rosa María Vázquez,0.62,7,1,0.0014959470520226274,0.0009274871722540289
Colton Haynes,0.5885714285714286,7,0,0.0014959470520226274,0.0008804716934761751
Rosa Gloria Chagoyán,0.5557142857142857,7,0,0.0014959470520226274,0.0008313191474811457
Tony Musante,0.6714285714285715,7,1,0.0014959470520226274,0.0010044215920723355
Larry David,0.75,7,1,0.0014959470520226274,0.0011219602890169705
Yûko Takeuchi,0.6685714285714285,7,1,0.0014959470520226274,0.001000147457637985
Phoebe Waller-Bridge,0.7485714285714286,7,1,0.0014959470520226274,0.0011198232217997954
Alexander Dreymon,0.5942857142857143,7,0,0.0014959470520226274,0.0008890199623448758
Tony Leblanc,0.5328571428571428,7,0,0.0014959470520226274,0.0007971260720063428
Azusa Tadokoro,0.6714285714285715,7,1,0.0014959470520226274,0.0010044215920723355
Hakeem Oluseyi,0.6114285714285714,7,0,0.0014959470520226274,0.0009146647689509779
Larry Bertlemann,0.5671428571428571,7,0,0.0014959470520226274,0.0008484156852185471
Larry Bagby,0.6157142857142858,7,1,0.0014959470520226274,0.0009210759706025035
Phyllis Kirk,0.6057142857142858,7,0,0.0014959470520226274,0.0009061165000822772
Youn Yuh-jung,0.5914285714285714,7,0,0.0014959470520226274,0.0008847458279105253
Elizaveta Arzamasova,0.5357142857142857,7,0,0.0014959470520226274,0.0008014002064406932
Jaswinder Bhalla,0.6214285714285713,7,1,0.0014959470520226274,0.000929624239471204
Tori Anderson,0.5914285714285714,7,0,0.0014959470520226274,0.0008847458279105253
Sierra McCormick,0.48,7,0,0.0014959470520226274,0.0007180545849708611
Laura Aikman,0.6757142857142858,7,1,0.0014959470520226274,0.0010108327937238613
Hannibal Buress,0.6371428571428571,7,1,0.0014959470520226274,0.0009531319788601312
Abdullah the Butcher,0.72,7,1,0.0014959470520226274,0.0010770818774562916
Aurora Perrineau,0.5028571428571429,7,0,0.0014959470520226274,0.0007522476604456641
Sian Clifford,0.6771428571428572,7,1,0.0014959470520226274,0.0010129698609410362
Rosie Cavaliero,0.6471428571428571,7,1,0.0014959470520226274,0.0009680914493803574
Corinna Harfouch,0.6028571428571429,7,0,0.0014959470520226274,0.0009018423656479268
Elisa Donovan,0.5,7,0,0.0014959470520226274,0.0007479735260113137
Hannelore Elsner,0.5685714285714286,7,0,0.0014959470520226274,0.0008505527524357225
Nikolay Karachentsov,0.6628571428571428,7,1,0.0014959470520226274,0.0009915991887692844
K.N. Singh,0.6785714285714286,7,1,0.0014959470520226274,0.0010151069281582115
Philip Friend,0.5928571428571429,7,0,0.0014959470520226274,0.0008868828951277006
Laura Antonelli,0.5585714285714286,7,0,0.0014959470520226274,0.0008355932819154962
Hannah Spearritt,0.5028571428571429,7,0,0.0014959470520226274,0.0007522476604456641
Hannah Simone,0.5957142857142858,7,0,0.0014959470520226274,0.0008911570295620509
Michael Nesmith,0.6657142857142857,7,1,0.0014959470520226274,0.0009958733232036348
Conrad Janis,0.6028571428571429,7,0,0.0014959470520226274,0.0009018423656479268
Corbin Allred,0.5142857142857143,7,0,0.0014959470520226274,0.0007693441981830656
Agata Buzek,0.5328571428571428,7,0,0.0014959470520226274,0.0007971260720063428
Cooper Barnes,0.5742857142857142,7,0,0.0014959470520226274,0.000859101021304423
Cooper Andrews,0.4585714285714286,7,0,0.0014959470520226274,0.0006859985767132334
Hannah Al Rashid,0.6085714285714285,7,0,0.0014959470520226274,0.0009103906345166275
Elise Neal,0.5057142857142857,7,0,0.0014959470520226274,0.0007565217948800144
Hanna Mangan Lawrence,0.5314285714285714,7,0,0.0014959470520226274,0.0007949890047891676
Marlyn Mason,0.5414285714285715,7,0,0.0014959470520226274,0.0008099484753093941
Morgan Taylor Campbell,0.54,7,0,0.0014959470520226274,0.0008078114080922188
Lars Ulrich,0.7085714285714285,7,1,0.0014959470520226274,0.0010599853397188902
Elissa Landi,0.6014285714285714,7,0,0.0014959470520226274,0.0008997052984307516
Nikola Rakocevic,0.7457142857142857,7,1,0.0014959470520226274,0.001115549087365445
Avtar Gill,0.58,7,0,0.0014959470520226274,0.0008676492901731238
Maja Salvador,0.7028571428571428,7,1,0.0014959470520226274,0.0010514370708501895
Nikita Mikhalkov,0.5457142857142857,7,0,0.0014959470520226274,0.0008163596769609195
Ella Ballentine,0.5457142857142857,7,0,0.0014959470520226274,0.0008163596769609195
Cleavant Derricks,0.5428571428571428,7,0,0.0014959470520226274,0.0008120855425265691
Clive Russell,0.6514285714285714,7,1,0.0014959470520226274,0.0009745026510318828
Lana Parrilla,0.6128571428571429,7,0,0.0014959470520226274,0.0009168018361681531
Barbara Lawrence,0.6085714285714285,7,0,0.0014959470520226274,0.0009103906345166275
Jayasudha,0.6914285714285714,7,1,0.0014959470520226274,0.001034340533112788
Nigel Havers,0.6485714285714286,7,1,0.0014959470520226274,0.0009702285165975326
Pihla Viitala,0.5985714285714286,7,0,0.0014959470520226274,0.0008954311639964013
Moushumi Chatterjee,0.6542857142857142,7,1,0.0014959470520226274,0.0009787767854662333
Barbara Dunkelman,0.6857142857142857,7,1,0.0014959470520226274,0.0010257922642440873
Colin Fox,0.6042857142857143,7,0,0.0014959470520226274,0.000903979432865102
Clotilde Hesme,0.6457142857142858,7,1,0.0014959470520226274,0.0009659543821631824
Tomohisa Yamashita,0.5985714285714285,7,0,0.0014959470520226274,0.0008954311639964012
Barbara Brylska,0.63,7,1,0.0014959470520226274,0.0009424466427742553
Ronald Fraser,0.5314285714285715,7,0,0.0014959470520226274,0.0007949890047891677
Michael Ian Black,0.6257142857142857,7,1,0.0014959470520226274,0.0009360354411227296
John Cullum,0.6571428571428571,7,1,0.0014959470520226274,0.0009830509199005837
Abhimanyu Singh,0.7628571428571428,7,1,0.0014959470520226274,0.0011411938939715472
Guy Marchand,0.6085714285714285,7,0,0.0014959470520226274,0.0009103906345166275
Barbara O'Neil,0.6614285714285714,7,1,0.0014959470520226274,0.000989462121552109
Michael Herbig,0.4985714285714286,7,0,0.0014959470520226274,0.0007458364587941386
Barbara Ronchi,0.6285714285714287,7,1,0.0014959470520226274,0.0009403095755570803
Kanata Hongô,0.5685714285714286,7,0,0.0014959470520226274,0.0008505527524357225
John Castle,0.6571428571428571,7,1,0.0014959470520226274,0.0009830509199005837
Lamman Rucker,0.5571428571428572,7,0,0.0014959470520226274,0.000833456214698321
Tommy Dewey,0.6185714285714285,7,1,0.0014959470520226274,0.0009253501050368538
John Cassini,0.5457142857142857,7,0,0.0014959470520226274,0.0008163596769609195
Elsa Aguirre,0.6057142857142858,7,0,0.0014959470520226274,0.0009061165000822772
Niels Olsen,0.4557142857142857,7,0,0.0014959470520226274,0.000681724442278883
Sinqua Walls,0.5728571428571428,7,0,0.0014959470520226274,0.000856963954087248
Tommy Caldwell,0.7871428571428571,7,1,0.0014959470520226274,0.0011775240366635252
Piotr Glowacki,0.6128571428571429,7,0,0.0014959470520226274,0.0009168018361681531
Barkhad Abdi,0.6900000000000001,7,1,0.0014959470520226274,0.001032203465895613
Kane Richmond,0.5657142857142857,7,0,0.0014959470520226274,0.0008462786180013721
Ellie Kemper,0.5714285714285714,7,0,0.0014959470520226274,0.0008548268868700728
